index,ep_summary,air_date,ep_nums,ep_title,episode,season,year,MoveFromCity,MoveFromCountry,MoveToCity,MoveToCountry,NumBlanks,Origin,Destination,GeoCategory,lat_orig,lon_orig,lat_dest,lon_dest,distance_km,Skip,InputDataKey
2212,"After an experience in the Netherlands, a Seattle couple was eager to live abroad again. When business took off, the duo discovered they had the freedom to move to another country and chose affordable, vibrant Guadalajara as the place to set up shop.",30-Dec-21,S174E01,All Business in Guadalajara,1,174,2021,"Seattle, Washington",United States,Guadalajara,Mexico,0,"Seattle, Washington","Guadalajara, Mexico",All,47.6038321,-122.330062,20.6720375,-103.338396,3446.56,Can get data,0
2213,"A British couple decides to leave the rat race and open a bed and breakfast in Charente, France. They're looking to slow down and make a fresh start, but with a rush to get their new business going, they need a house that can get them renting rooms fast.",17-Mar-22,S174E02,A Permanent Jaunt to Charente,2,174,2022,Brussels,Belgium,Charente,France,0,"Brussels, Belgium","Charente, France",All,50.8465573,4.351697,45.6667902,0.097305044,656.1942067,Can get data,0
2214,"A newlywed couple looks to fulfill his dream of returning to his childhood home of Brisbane, Australia. He seeks to blaze a new career in the bike industry, but she's concerned that living together for the first time will be more challenging terrain.",29-Mar-22,S174E03,Taking Another Spin in Brisbane,3,174,2022,"Minneapolis, Minnesota",United States,Brisbane,Australia,0,"Minneapolis, Minnesota","Brisbane, Australia",All,44.9772995,-93.2654692,-27.4689682,153.0234991,13937.16532,Can get data,0
2215,"After traveling to attend a wedding, a family decides to relocate from Australia to Glasgow, Scotland. They're looking for a place big enough for their three young children, but on their budget, they may have to expand their search beyond the city center.",22-Mar-22,S174E04,"Glasgow, I Do",4,174,2022,Brisbane,Australia,Glasgow,Scotland,0,"Brisbane, Australia","Glasgow, Scotland",All,-27.4689682,153.0234991,55.861155,-4.2501687,16373.65236,Can get data,0
2216,"A Colorado power couple looks to slow down and buy a bed and breakfast in the tourist hot spot of Tamarindo, Costa Rica. Their new business will need to share space with their home, so finding a manageable work-life balance will be a challenge.",24-Mar-22,S174E05,"Business or Pleasure in Tamarindo, Costa Rica",5,174,2022,"Denver, Colorado",United States,Tamarindo,Costa Rica,0,"Denver, Colorado","Tamarindo, Costa Rica",All,39.7392364,-104.984862,10.2984121,-85.8399505,3780.839735,Can get data,0
2217,"A globetrotting family of six seeks their next adventure and looks for a long-term home in Mexico City. He wants plenty of room and doesn't mind spending, but with plans to start a business, she's concerned with saving and wants a cheaper place.",31-Mar-22,S174E06,"Big Family, Bigger Drama in Mexico City",6,174,2022,"Bloomfield, New Mexico",United States,Mexico City,Mexico,0,"Bloomfield, New Mexico","Mexico City, Mexico",All,36.7111165,-107.984511,19.4326296,-99.1331785,2105.833437,Can get data,0
2218,"An adventurous and newly single New Zealander looks to make a permanent home in Brisbane, Australia. He wants something modern that's near the city action, but finding a place with the amenities he wants on his pest control salary will be a challenge.",21-Apr-22,S174E07,Glamorous Pest Technician Moves to Brisbane,7,174,2022,Wellington,New Zealand,Brisbane,Australia,0,"Wellington, New Zealand","Brisbane, Australia",All,-41.2850189,174.7742807,-27.4689682,153.0234991,2506.539412,Can get data,0
2219,"An unexpected home sale leaves a Canadian couple scrambling to find a new home in Samara, Costa Rica. They're searching for a long-term rental and she prefers a condo with neighbors nearby, but he's looking for a standalone house that's more private.",5-Apr-22,S174E08,"Surprise, We're in Samara, Costa Rica!",8,174,2022,Warman,Canada,Samara,Costa Rica,0,"Warman, Canada","Samara, Costa Rica",All,52.320232,-106.575623,9.8890234,-85.5226033,5086.266766,Can get data,0
2220,"Unexpectedly single, a young professional decides to keep her plans of moving from St. Louis to Dublin. She's ready to seek out the best that Ireland has to offer, but in a competitive rental market, her big expectations may prove to be a challenge.",7-Apr-22,S174E09,"Ready to Rebound in Dublin, Ireland",9,174,2022,"St. Louis, Missouri",United States,Dublin,Ireland,0,"St. Louis, Missouri","Dublin, Ireland",All,38.6280278,-90.1910154,53.3498006,-6.2602964,6296.18,Can get data,0
2221,"A young midwestern woman looks to fulfill her childhood dream and find a home in Edinburgh, Scotland. She's looking for a place with plenty of room that can accommodate her dog, but finding a place that meets her extensive wish list will be a challenge.",12-Apr-22,S174E10,Stuck on Scotland,10,174,2022,"Charlotte, North Carolina",United States,Edinburgh,Scotland,0,"Charlotte, North Carolina","Edinburgh, Scotland",All,35.2272086,-80.8430827,55.9533456,-3.1883749,6099.01463,Can get data,0
2222,"An empty nester couple looks to leave Colorado for a more relaxing lifestyle in the Riviera Maya, Mexico. She's looking for a home that isn't too large and easy to maintain, but he wants something big that can easily accommodate guests.",19-Apr-22,S174E11,"Empty Nesters Get Beachy in Riviera Maya, Mexico",11,174,2022,"Denver, Colorado",United States,Riviera Maya,Mexico,0,"Denver, Colorado","Riviera Maya, Mexico",All,39.7392364,-104.984862,20.58045805,-87.11762296,2725.333546,Can get data,0
2223,"A young couple decides to leave their home in Memphis and move sight unseen to Oaxaca, Mexico. Theyre both fitness junkies who want a taste of the mountains and nature and he wants a place on the outskirts but she prefers to be near the city center.""",26-Apr-22,S174E12,"Oaxaca, Sight Unseen",12,174,2022,"Memphis, Tennessee",United States,Oaxaca,Mexico,0,"Memphis, Tennessee","Oaxaca, Mexico",All,35.1335022,-89.9668758,17,-96.5,2117.85,Can get data,0
2224,"Before starting a family, a newly engaged couple realizes their dream of living abroad and moves to Berlin. They're looking for a place that's near the city center, but they soon discover that living the European dream may come with some trade-offs.",14-Apr-22,S174E13,Berlin Before Baby,13,174,2022,"San Francisco, California",United States,Berlin,Germany,0,"San Francisco, California","Berlin, Germany",All,37.7790262,-122.419906,52.5170365,13.3888599,9104.486698,Can get data,0
2225,"After 20 years making sacrifices for her career, a woman finally lands her dream job in Paris. She's ready to fall in love with a new city and a new person, but she won't settle for anything less than the perfect man and the perfect home.",28-Apr-22,S175E01,Only the Best in Paris,1,175,2022,Calgary,Canada,Paris,France,0,"Calgary, Canada","Paris, France",All,51.0460954,-114.065465,48.8588897,2.320041022,7373.098978,Can get data,0
2226,"After four years of long-distance dating, newlyweds look for their first place together in London. She's leaving everything she knows to move to his home turf, and managing big changes on a single income will be a greater challenge than they anticipated.",3-May-22,S175E02,What Happens in Vegas Stays in London,2,175,2022,"Las Vegas, Nevada",United States,London,England,0,"Las Vegas, Nevada","London, England",All,36.1672559,-115.148516,51.5073359,-0.12765,8401.82,Can get data,0
2227,"A Florida-based filmmaker agrees to move with her husband to his native Australia. She has blockbuster expectations after moving away from everything she knows, but he's concerned with what they can afford in the touristy Gold Coast region.",5-May-22,S175E03,Action! on Australias Gold Coast,3,175,2022,"Jensen Beach, Florida",United States,Gold Coast,Australia,0,"Jensen Beach, Florida","Gold Coast, Australia",All,27.2379528,-80.23898989,-28.0023731,153.4145987,14772.80885,Can get data,0
2228,"A Utah home flipping couple sees big opportunity in the small fishing village of Puerto Morelos, Mexico. They want a new home base to expand their business, and she has her eye on the bottom line, but he's willing to sacrifice space to live on the water.",12-May-22,S175E04,Expanding South of the Border,4,175,2022,"Salt Lake City, Utah",United States,Puerto Morelos,Mexico,0,"Salt Lake City, Utah","Puerto Morelos, Mexico",All,40.7596198,-111.886797,20.848659,-86.876238,3234.797892,Can get data,0
2229,"A health scare inspires a woman to leave her established career in Oregon and pursue a master's degree in Bonn, Germany. She's looking for a small, one-bedroom apartment on a modest budget, but finding such an in-demand property will be a challenge.",10-May-22,S175E05,"Back to School in Bonn, Germany",5,175,2022,"Portland, Oregon",United States,Bonn,Germany,0,"Portland, Oregon","Bonn, Germany",All,45.5202471,-122.674194,50.735851,7.10066,8274.278298,Can get data,0
2230,"A young Bostonian uproots to join her pro racing driver boyfriend in his hometown of Newcastle, Australia. She's left everything behind to speed towards a relaxing, beachfront lifestyle, but he's looking for a suburban space with a racecar garage.",17-May-22,S175E06,"Racing into Romance in Newcastle, Australia",6,175,2022,"Boston, Massachusetts",United States,Newcastle,Australia,0,"Boston, Massachusetts","Newcastle, Australia",All,42.3554334,-71.060511,-32.9272881,151.7812534,16144.13,Can get data,0
2231,"After four years together in Wisconsin, a couple moves for a job transfer to Bristol, England. They're looking for a furnished flat near the city center, but with only one of them able to work abroad, the dynamics of their relationship will be tested.",19-May-22,S175E07,Bristol Changes Everything,7,175,2022,"Madison, Wisconsin",United States,Bristol,England,0,"Madison, Wisconsin","Bristol, England",All,43.08027445,-89.43095872,51.4538022,-2.5972985,6225.825487,Can get data,0
2232,"An adventurous entrepreneur heads to Playa del Carmen, Mexico, to set up a new home base for her vegan-focused travel business. Her budget can't cover her entire wish list, and deciding between beach and jungle may also prove problematic for her start-up.",31-May-22,S175E08,Motorbikes and Major Moves in Playa del Carmen,8,175,2022,Antigua,Guatemala,Playa del Carmen,Mexico,0,"Antigua, Guatemala","Playa del Carmen, Mexico",All,14.5589875,-90.7333258,20.6308643,-87.0779503,778.3124066,Can get data,0
2233,"Ten years ago, a Texas couple started using the Financial Independence, Retire Early method to aggressively save and invest. Now, they're hoping everything adds up so they can fulfill their dream of finding relaxation and family time in Almucar Spain.""",24-May-22,S175E09,FIRE Movement Moves to Almunecar,9,175,2022,"Dallas, Texas",United States,Almunecar,Spain,0,"Dallas, Texas","Almunecar, Spain",All,32.7762719,-96.7968559,36.7328699,-3.68968,8151.300831,Can get data,0
2234,"A family looks to relocate to dad's childhood vacation spot in Oropesa del Mar, Spain. They want their daughter to have an international experience, and he insists that they find a castle, but getting him to have a more grounded view will be a challenge.",7-Jun-22,S175E10,A Castle Hassle in Oropesa del Mar,10,175,2022,"Atlanta, Georgia",United States,Oropesa del Mar,Spain,0,"Atlanta, Georgia","Oropesa del Mar, Spain",All,33.7489924,-84.3902644,40.0931725,0.1358165,7256.785549,Can get data,0
2235,"A couple looks to escape their hectic lives by working remotely in the relaxed Riviera Nayarit area of Mexico. The move will take them away from their young granddaughter, so their main priority is plenty of space for a home office and family visits.",28-Jun-22,S175E11,"Working in the Cloud, Mexican Style",11,175,2022,"Gilroy, California",United States,Riviera Nayarit,Mexico,0,"Gilroy, California","Riviera Nayarit, Mexico",All,37.0065078,-121.5631723,21.5151231,-104.8664983,2356.902531,Can get data,0
